COSEWICID,SCI_NAME,COM_NAME_E,TAXON_E,SAR_STAT_E,SCHEDULE_E,DataSource,PA_Type,PA_Name,area_in_CA_m2,area_in_AB_m2,area_in_PA_m2
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Wolf Lake West Provincial Recreation Area,5550296274101,656657907948,315688
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Minnow Lake Provincial Recreation Area,5550296274101,656657907948,3624868
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Whitecourt Mountain Natural Area,5550296274101,656657907948,5580041
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Nojack Provincial Recreation Area,5550296274101,656657907948,32732
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Highway Natural Area,5550296274101,656657907948,2612607
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Paddle River Natural Area,5550296274101,656657907948,645898
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Paddle River Dam Provincial Recreation Area,5550296274101,656657907948,718271
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Mystery Lake Natural Area,5550296274101,656657907948,485818
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,WPP,Kakwa Wildland Provincial Park,5550296274101,656657907948,656485039
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PP,Two Lakes Provincial Park,5550296274101,656657907948,15671246
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,WP,Willmore Wilderness Park,5550296274101,656657907948,4605916256
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Sulphur Gates Provincial Recreation Area,5550296274101,656657907948,10921645
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Smoky River South Provincial Recreation Area,5550296274101,656657907948,761841
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Sheep Creek Provincial Recreation Area,5550296274101,656657907948,108680
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Southview Provincial Recreation Area,5550296274101,656657907948,47726
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,WPP,Whitehorse Wildland Provincial Park,5550296274101,656657907948,174488297
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Whitehorse Creek Provincial Recreation Area,5550296274101,656657907948,229951
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Watson Creek Provincial Recreation Area,5550296274101,656657907948,335898
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PP,Rock Lake Provincial Park,5550296274101,656657907948,16654486
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,WPP,Rock Lake - Solomon Creek Wildland Provincial Park,5550296274101,656657907948,332601809
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Wildhorse Lake Provincial Recreation Area,5550296274101,656657907948,672028
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Wildhay Provincial Recreation Area,5550296274101,656657907948,38422
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PP,William A. Switzer Provincial Park,5550296274101,656657907948,61903217
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Wildhay Glacial Cascades Natural Area,5550296274101,656657907948,24817910
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PP,Pierre Grey's Lakes Provincial Park,5550296274101,656657907948,6327854
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Big Berland Provincial Recreation Area,5550296274101,656657907948,1659870
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Pinto Creek Canyon Natural Area,5550296274101,656657907948,12350508
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,McLeod River Provincial Recreation Area,5550296274101,656657907948,320402
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Bleriot Ferry Provincial Recreation Area,5550296274101,656657907948,52940
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PP,Midland Provincial Park,5550296274101,656657907948,6413103
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,ER,Hand Hills Ecological Reserve,5550296274101,656657907948,23439214
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PP,Dinosaur Provincial Park,5550296274101,656657907948,82648639
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PP,Little Fish Lake Provincial Park,5550296274101,656657907948,671166
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Bigelow Reservoir Provincial Recreation Area,5550296274101,656657907948,129329
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,J.J. Collett Natural Area,5550296274101,656657907948,2593089
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Gadsby Lake Natural Area,5550296274101,656657907948,650058
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Heatburg Natural Area,5550296274101,656657907948,331978
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,The Narrows Provincial Recreation Area,5550296274101,656657907948,235501
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Magee Lake Natural Area,5550296274101,656657907948,652108
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Tolman Badlands Heritage Rangeland Natural Area,5550296274101,656657907948,59042249
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PP,Dry Island Buffalo Jump Provincial Park,5550296274101,656657907948,16512494
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,ER,Rumsey Ecological Reserve,5550296274101,656657907948,34924007
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Rumsey Natural Area,5550296274101,656657907948,153264423
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PP,Rochon Sands Provincial Park,5550296274101,656657907948,1205785
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Buffalo Lake Provincial Recreation Area,5550296274101,656657907948,24098
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PP,Big Knife Provincial Park,5550296274101,656657907948,2453884
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PP,Antelope Hill Provincial Park,5550296274101,656657907948,3831439
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PP,Gooseberry Lake Provincial Park,5550296274101,656657907948,655519
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Wilson Creek Natural Area,5550296274101,656657907948,651689
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Anderson Creek Natural Area,5550296274101,656657907948,1304162
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Buck Lake Natural Area,5550296274101,656657907948,1105623
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Calhoun Bay Provincial Recreation Area,5550296274101,656657907948,3945882
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Poplar Creek Natural Area,5550296274101,656657907948,3250616
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Carnwood Modeste Natural Area,5550296274101,656657907948,653883
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Alsike Bat Lake Natural Area,5550296274101,656657907948,1200802
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Modeste Creek Natural Area,5550296274101,656657907948,3908376
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Modeste Saskatchewan Natural Area,5550296274101,656657907948,3643737
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,St. Francis Natural Area,5550296274101,656657907948,825131
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Burtonsville Island Natural Area,5550296274101,656657907948,4527437
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Sundance Natural Area,5550296274101,656657907948,1295403
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Coyote Lake Natural Area,5550296274101,656657907948,2981775
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Genesee Natural Area,5550296274101,656657907948,1813290
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Lily Lake Natural Area,5550296274101,656657907948,1717758
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PP,Wabamun Lake Provincial Park,5550296274101,656657907948,2421244
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Pembina River Natural Area,5550296274101,656657907948,758397
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Majeau Lake Natural Area,5550296274101,656657907948,1308321
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Lac La Nonne Natural Area,5550296274101,656657907948,552031
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Newton Lake Natural Area,5550296274101,656657907948,348492
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Pine Grove Provincial Recreation Area,5550296274101,656657907948,274931
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Jumpingpound Creek Provincial Recreation Area,5550296274101,656657907948,119006
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Pinetop Provincial Recreation Area,5550296274101,656657907948,49819
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Ghost Reservoir Provincial Recreation Area,5550296274101,656657907948,253614
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Wildcat Island Natural Area,5550296274101,656657907948,78287
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PP,Glenbow Ranch Provincial Park,5550296274101,656657907948,14014293
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PP,Big Hill Springs Provincial Park,5550296274101,656657907948,323173
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Sundre Red Deer Natural Area,5550296274101,656657907948,81982
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Sundre North Natural Area,5550296274101,656657907948,367733
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Snakes Head Natural Area,5550296274101,656657907948,582534
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Schrader Creek - Red Deer River Natural Area,5550296274101,656657907948,63128
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Butcher Creek Natural Area,5550296274101,656657907948,1782424
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PP,Red Lodge Provincial Park,5550296274101,656657907948,1293647
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Gleniffer Reservoir Provincial Recreation Area,5550296274101,656657907948,1389457
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Markerville Natural Area,5550296274101,656657907948,324141
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Sylvan Lake Natural Area,5550296274101,656657907948,144477
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Medicine Lodge Hills Natural Area,5550296274101,656657907948,649570
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PP,Jarvis Bay Provincial Park,5550296274101,656657907948,869302
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PP,Aspen Beach Provincial Park,5550296274101,656657907948,2153613
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Innisfail Natural Area,5550296274101,656657907948,649022
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Stoney Creek Provincial Recreation Area,5550296274101,656657907948,123335
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Lusk Creek Provincial Recreation Area,5550296274101,656657907948,133251
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Sibbald Meadows Pond Provincial Recreation Area,5550296274101,656657907948,99284
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Dawson Provincial Recreation Area,5550296274101,656657907948,24554
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Sibbald Lake Provincial Recreation Area,5550296274101,656657907948,726076
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Sibbald Viewpoint Provincial Recreation Area,5550296274101,656657907948,77821
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Ole Buck Mountain Natural Area,5550296274101,656657907948,3583380
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,South Ghost Provincial Recreation Area,5550296274101,656657907948,69228
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Waiparous Creek Provincial Recreation Area,5550296274101,656657907948,1017241
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Waiparous Creek Group Camp Provincial Recreation Area,5550296274101,656657907948,137422
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Cartier Creek Provincial Recreation Area,5550296274101,656657907948,357046
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Fallen Timber Provincial Recreation Area,5550296274101,656657907948,31068
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Bentz Lake Natural Area,5550296274101,656657907948,673588
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Bearberry Prairie Natural Area,5550296274101,656657907948,380369
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Sundre Natural Area,5550296274101,656657907948,649847
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Clearwater Ricinus Natural Area,5550296274101,656657907948,817545
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Chedderville Natural Area,5550296274101,656657907948,2351865
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Welch Creek Natural Area,5550296274101,656657907948,650298
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Medicine Lake Provincial Recreation Area,5550296274101,656657907948,406356
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Open Creek Natural Area,5550296274101,656657907948,647898
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Ross Lake Natural Area,5550296274101,656657907948,19783043
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,NA,Twin River Heritage Rangeland Natural Area,5550296274101,656657907948,194710883
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,St. Mary Reservoir Provincial Recreation Area,5550296274101,656657907948,1624279
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Jensen Reservoir Provincial Recreation Area,5550296274101,656657907948,94557
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PP,Park Lake Provincial Park,5550296274101,656657907948,1484109
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PP,Little Bow Provincial Park,5550296274101,656657907948,1123798
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Travers Reservoir Provincial Recreation Area,5550296274101,656657907948,20197
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,WILDSPACETM 2002,PRA,Little Bow Reservoir Provincial Recreation Area,5550296274101,656657907948,642953
